18,412765540,15,0,76,0,73054935,17986600,129,511,40,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 02:59:43,13554063,3479333,0
18,412765540,15,0,69,0,73055024,17987227,3542,511,12,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:00:15,13554080,3479466,1
18,412765540,15,0,67,0,73054408,17988233,3220,511,13,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:01:12,13553965,3479681,2
18,412765540,15,0,69,0,73053995,17988679,3215,511,43,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:01:43,13553889,3479776,3
18,412765540,15,0,68,0,73053563,17989100,3144,511,13,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:02:13,13553809,3479865,4
18,412765540,15,0,70,0,73053099,17989517,3175,511,43,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:02:42,13553722,3479954,5
18,412765540,15,0,70,0,73052255,17990442,3234,511,44,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:03:46,13553566,3480151,6
18,412765540,15,0,71,0,73051828,17990903,3188,511,14,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:04:15,13553487,3480250,7
18,412765540,15,0,70,0,73051381,17991373,3214,511,44,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:04:44,13553404,3480350,8
18,412765540,15,0,69,0,73050964,17991790,3172,511,14,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:05:14,13553326,3480439,9
18,412765540,15,0,68,0,73050496,17992207,3130,511,44,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:05:48,13553240,3480528,10
18,412765540,15,0,68,0,73050015,17992585,3123,511,15,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:06:16,13553150,3480608,11
18,412765540,15,0,67,0,73049085,17993370,3162,511,15,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:07:15,13552978,3480775,12
18,412765540,15,0,67,0,73048643,17993794,3172,511,46,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:07:48,13552896,3480866,13
18,412765540,15,0,67,0,73048219,17994190,3175,511,16,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:08:17,13552817,3480950,14
18,412765540,15,0,66,0,73047797,17994594,3177,511,46,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:08:47,13552739,3481036,15
18,412765540,15,0,67,0,73047330,17995031,3171,511,17,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:09:18,13552652,3481129,16
18,412765540,15,0,65,0,73046897,17995424,3162,511,47,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:09:47,13552572,3481213,17
18,412765540,15,0,68,0,73046346,17995720,3045,511,17,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:10:18,13552470,3481276,18
18,412765540,15,0,68,0,73045859,17996086,3163,511,47,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:10:47,13552379,3481354,19
18,412765540,15,0,68,0,73045443,17996513,3219,511,17,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:11:18,13552302,3481445,20
18,412765540,15,0,74,0,73044988,17996950,3157,511,47,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:11:49,13552218,3481538,21
18,412765540,15,0,66,0,73044484,17997384,3127,511,18,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:12:18,13552124,3481631,22
18,412765540,15,0,72,0,73043563,17998151,3159,511,17,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:13:18,13551953,3481794,23
18,412765540,15,0,69,0,73042184,17999442,3186,511,50,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-01 03:14:50,13551697,3482070,24
