1,441867000,0,0,59,1,73082870,18028330,1767,177,59,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:43:59,13559246,3488229,0
1,441867000,0,0,56,1,73082880,18028050,1776,178,20,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:44:19,13559248,3488169,1
1,441867000,0,0,54,1,73082890,18027880,1801,178,31,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:44:29,13559250,3488133,2
1,441867000,0,0,53,1,73082890,18027750,1800,177,39,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:44:38,13559250,3488105,3
1,441867000,0,0,52,1,73082900,18027640,1778,177,49,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:44:48,13559252,3488082,4
1,441867000,0,0,51,1,73082900,18027520,1775,177,59,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:44:59,13559252,3488056,5
1,441867000,0,0,50,1,73082910,18027400,1779,178,9,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:45:07,13559253,3488030,6
1,441867000,0,0,50,1,73082910,18027220,1798,177,20,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:45:18,13559253,3487992,7
1,441867000,0,0,49,1,73082920,18027070,1779,177,31,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:45:29,13559255,3487960,8
1,441867000,0,0,49,1,73082920,18026940,1779,177,40,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:45:38,13559255,3487932,9
1,441867000,0,0,49,1,73082930,18026800,1787,177,49,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:45:48,13559257,3487902,10
1,441867000,0,0,49,1,73082940,18026660,1782,177,59,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:45:57,13559259,3487873,11
1,441867000,0,0,51,1,73082960,18026310,1779,177,20,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:46:19,13559263,3487798,12
1,441867000,0,0,52,1,73082960,18026130,1786,177,31,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:46:29,13559263,3487760,13
1,441867000,0,0,55,1,73082990,18025660,1781,177,59,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:46:58,13559268,3487659,14
3,441867000,0,0,57,1,73083010,18025270,1784,177,20,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:47:19,13559272,3487576,15
1,441867000,0,0,59,1,73083010,18025080,1783,178,31,0,,,0,1,1,1,1,0,00-00 24:60,0,,0,0,0,0,0,2020-05-07 03:47:29,13559272,3487536,16
